iteration,loss,params,n_estimators,train_time
1,2.6096326419455416,"{'depth': 7.0, 'l2_leaf_reg': 3.0, 'learning_rate': 0.044146092606347186, 'rsm': 0.5572495708621457}",315.02515305921133
1,2.6096326419455416,"{'depth': 7.0, 'l2_leaf_reg': 3.0, 'learning_rate': 0.044146092606347186, 'rsm': 0.5572495708621457}",306.8311853673822
2,2.5150648744315003,"{'depth': 5.0, 'l2_leaf_reg': 1.0, 'learning_rate': 0.019405529093737123, 'rsm': 0.34512809960292457}",235.7186690062681
3,3.985218125028621,"{'depth': 1.0, 'l2_leaf_reg': 47.0, 'learning_rate': 0.08346085070229173, 'rsm': 0.022164425319898817}",153.56966218727848
4,2.608763402735168,"{'depth': 2.0, 'l2_leaf_reg': 2.0, 'learning_rate': 0.06623533217396912, 'rsm': 0.6240032305099308}",124.83719548120462
5,2.642830469710639,"{'depth': 7.0, 'l2_leaf_reg': 7.0, 'learning_rate': 0.018461484721291763, 'rsm': 0.7302578041491085}",951.4577587365384
6,2.483375135188955,"{'depth': 7.0, 'l2_leaf_reg': 1.0, 'learning_rate': 0.026618601481634915, 'rsm': 0.865277892292898}",414.49022855367
7,2.6953856159908667,"{'depth': 4.0, 'l2_leaf_reg': 20.0, 'learning_rate': 0.043097037213929025, 'rsm': 0.8280432743593791}",469.59716361371466
8,2.7706655294607394,"{'depth': 2.0, 'l2_leaf_reg': 84.0, 'learning_rate': 0.04703782826893148, 'rsm': 0.5156078191294511}",409.39432203164324
9,2.559589251435428,"{'depth': 8.0, 'l2_leaf_reg': 1.0, 'learning_rate': 0.00985297891028967, 'rsm': 0.5009003966114127}",1054.2808428463795
10,2.7169380542554133,"{'depth': 5.0, 'l2_leaf_reg': 75.0, 'learning_rate': 0.04967501271078927, 'rsm': 0.5581330706015355}",1029.1821344483542
11,2.5907002712911362,"{'depth': 8.0, 'l2_leaf_reg': 5.0, 'learning_rate': 0.19282656037567347, 'rsm': 0.9458286222536741}",302.80646400747173
12,2.511506418539704,"{'depth': 9.0, 'l2_leaf_reg': 1.0, 'learning_rate': 0.04701576235336252, 'rsm': 0.9492290749219809}",457.85944659741654
13,2.5884781027128434,"{'depth': 9.0, 'l2_leaf_reg': 7.0, 'learning_rate': 0.10527080177370964, 'rsm': 0.9353950645809282}",430.2569239468339
14,2.83862025469712,"{'depth': 5.0, 'l2_leaf_reg': 11.0, 'learning_rate': 0.009185094109918022, 'rsm': 0.8691071714453465}",1297.5015322759373
15,2.5466246374563326,"{'depth': 5.0, 'l2_leaf_reg': 8.0, 'learning_rate': 0.1522551615243869, 'rsm': 0.3114869454358329}",161.93738499912251
16,2.3880943261718963,"{'depth': 2.0, 'l2_leaf_reg': 2.0, 'learning_rate': 0.01381114981103704, 'rsm': 0.5840261003971998}",236.23426390297936
17,2.985240692970775,"{'depth': 3.0, 'l2_leaf_reg': 68.0, 'learning_rate': 0.0956972224274967, 'rsm': 0.6005097843528902}",311.1345211585576
18,2.695269397422545,"{'depth': 6.0, 'l2_leaf_reg': 7.0, 'learning_rate': 0.00529419955877683, 'rsm': 0.8572190410023073}",1677.7186844011903
19,2.693633589378677,"{'depth': 9.0, 'l2_leaf_reg': 36.0, 'learning_rate': 0.10735125787091293, 'rsm': 0.9010117916128323}",909.338808259763
20,2.783042771147863,"{'depth': 9.0, 'l2_leaf_reg': 35.0, 'learning_rate': 0.16517989787635676, 'rsm': 0.8515589604495666}",723.5264066228956
21,2.5526386923575393,"{'depth': 7.0, 'l2_leaf_reg': 2.0, 'learning_rate': 0.023142077937486974, 'rsm': 0.7732005583351163}",504.45713941161375
22,2.4091967010496016,"{'depth': 3.0, 'l2_leaf_reg': 2.0, 'learning_rate': 0.010632562536098799, 'rsm': 0.9096536339350342}",327.01669932208097
23,2.706337601891919,"{'depth': 1.0, 'l2_leaf_reg': 2.0, 'learning_rate': 0.012142569524043538, 'rsm': 0.9082845045598329}",331.73589528373486
24,2.4116522404976064,"{'depth': 3.0, 'l2_leaf_reg': 3.0, 'learning_rate': 0.005342687654660264, 'rsm': 0.6996063017194738}",618.4543603072707
25,2.4126111314814116,"{'depth': 3.0, 'l2_leaf_reg': 4.0, 'learning_rate': 0.007282899850402833, 'rsm': 0.9275327673841568}",525.8246351483431
26,2.5349904389956333,"{'depth': 2.0, 'l2_leaf_reg': 15.0, 'learning_rate': 0.014154376468482822, 'rsm': 0.8085035253109136}",469.59501409758013
27,2.5808791040833627,"{'depth': 4.0, 'l2_leaf_reg': 2.0, 'learning_rate': 0.007878734846428037, 'rsm': 0.2574290033597736}",384.2237065137524
28,2.6557030015618426,"{'depth': 1.0, 'l2_leaf_reg': 3.0, 'learning_rate': 0.014149177081964876, 'rsm': 0.6850469931863816}",217.5160172949145
29,2.555634962508371,"{'depth': 4.0, 'l2_leaf_reg': 4.0, 'learning_rate': 0.03184618584057993, 'rsm': 0.8994107027225423}",260.35730076965046
30,3.517152173287417,"{'depth': 2.0, 'l2_leaf_reg': 1.0, 'learning_rate': 0.006709256242172135, 'rsm': 0.09643626710264086}",251.28309307097152
